istat,comune,lng,lat,join_OBJECTID_1,join_objectid,join_tipo_costa,join_descrizion,join_litologia,join_nome,join_id_interve,join_anno_costr,join_annodismis,join_dim_opera,join_dim_opera_,join_spaz_opera,join_dist_riva,join_flag_modif,join_modifica_o,join_lung_modif,join_area_modif,join_variaz_med,join_variaz_max,join_id_sistema,join_incongruen,join_incertezza,join_acc_geomet,join_annotazion,join_cod_istat,join_nome_uf,join_dataacqort,join_oraacqorto,join_data_igm,join_resp_digit,join_shape_leng,join_globalid,join_SHAPE__Length,join_Shape_Length,distance
"78011",Amendolara,16.58410071,39.95101261,"3799","3726","1",Bassa,Ciottolosa, ,false,,"0",0,false,false,false,Si,Erosione,781.53,17327.05,27.17,"40",false,Nessuna,Nessuna,Non verificato, ,"18078011",Sibari,1998/06/02 00:00:00, ,"1959",G. Spagone,792.92200543,{D1EA9212-E328-43E8-957B-21A529F39665},,796.8715674091,1622.29432002368
"78012",Aprigliano,16.34080544,39.24053515,"13142","13043","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078055",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,1600.36821839,{C723C689-5AB7-4479-B1D7-64D6978D3CDE},,1607.5325462264,23513.106749564
"78013",Belmonte Calabro,16.07789547,39.16056055,"10833","10739","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,2224.87,101054.29,50.42,"80",false,Nessuna,Nessuna,Non verificato, ,"18078013",Paola,1998/05/28 00:00:00, ,"1959",G. Spagone,251.64012167,{41549550-5CDA-4B3F-8E44-046D65942125},,252.770550848612,234.142651820236
"78014",Belsito,16.28794816,39.17401078,"34938","34847","3",Sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078010",Paola,1998/05/28 00:00:00, ,"1959",G. Spagone,317.03858438,{6593E32D-87CE-4DEC-949D-6741E1D2F333},,318.46493462978,18325.2062541016
"78015",Belvedere Marittimo,15.8613154,39.61804375,"7617","7467","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,139.82,2217.26,20.86,"36",false,Nessuna,Nessuna,Non verificato, ,"18078015",Diamante,1998/06/02 00:00:00, ,"1958",G. Spagone,36.89761107,{995CB972-8903-4766-9262-8CA328DB31D6},,37.0526397335203,0
"78016",Bianchi,16.41066245,39.10080642,"8037","9051","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,5840.84,376907.39,69.53,"304",false,Nessuna,Nessuna,Non verificato, ,"18079060",S. Eufemia,1998/05/28 00:00:00, ,"1957",G. Spagone,1439.09759992,{6B165D5B-1FBD-4025-A947-D0EB69D0BCE4},,1445.83664698399,24755.5360851601
"78017",Bisignano,16.28652064,39.5126271,"19871","19797","2",Opere Portuali, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Ottima, ,"18078044",Capo Trionto,1998/05/23 00:00:00, ,"1958",G. Spagone,6084.83713441,{EDAD1CFC-77CB-419A-930C-EA8533501D4A},,6114.82614892691,25163.7342392117
"78018",Bocchigliero,16.7562776,39.41775539,"9896","9750","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,524.76,10168.62,24.38,"48",false,Nessuna,Nessuna,Ottima, ,"18078074",Capo Trionto,1998/05/23 00:00:00, ,"1959",G. Spagone,524.27839938,{3A035CC2-3F73-414C-B557-FE674B7B5612},,527.068297363104,15529.6344858536
"78019",Bonifati,15.90507114,39.58691422,"10568","11293","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,6900.4,497886.87,77.15,"180",false,Nessuna,Nessuna,Non verificato, ,"18078019",Diamante,1998/06/02 00:00:00, ,"1958",G. Spagone,2734.8252326,{758855CB-B608-47A7-806B-6276E88CB25E},,2746.38549339647,2502.01341949764
"78020",Buonvicino,15.88391307,39.68892272,"13077","12978","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078048",Diamante,1998/06/02 00:00:00, ,Agg. Prec. 1952,G. Spagone,415.04847753,{0486696C-4078-445D-9632-0DE12DED38F3},,416.779761928331,4046.40280773155
"78021",Calopezzati,16.80171204,39.55889224,"16620","16464","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Ottima, ,"18078021",Capo Trionto,1998/05/23 00:00:00, ,"1958",G. Spagone,1814.00626677,{5F79A248-3A4D-4905-8C4D-6DFEB3FFCB2B},,1823.56025942458,1386.03004106444
"78022",Caloveto,16.75764264,39.50754475,"8832","8726","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,2240.59,71546.37,36.93,"64",false,Nessuna,Nessuna,Ottima, ,"18078021",Capo Trionto,1998/05/23 00:00:00, ,"1959",G. Spagone,138.12941301,{37AA2E4D-5794-4726-A60D-A1CAF836DCB6},,138.858803425665,7911.75748839273
"78023",Campana,16.82601626,39.40982925,"33750","33681","3",Collegamento sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078137",Capo Trionto,1998/05/23 00:00:00, ,"1959",G. Spagone,48.95517079,{1A157F69-C318-4BBC-83DF-E352D1F05D48},,49.2174749845605,13091.4061856487
"78024",Canna,16.50524217,40.09477355,"2251","2162","1",Bassa,Ciottolosa, ,false,,"0",0,false,false,false,Si,Avanzamento,4490.41,249669.89,60.6,"92",false,Nessuna,Nessuna,Non verificato, ,"18078103",Metaponto,1998/05/31 00:00:00, ,"1959",G. Spagone,596.14683769,{410B4419-80C8-45C2-AD05-F2132316A34C},,599.101188463833,7737.90433118195
"78025",Cariati,16.94708938,39.49578816,"7974","7863","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,467.44,20425.91,48.7,"96",false,Nessuna,Nessuna,Ottima, ,"18078025",Capo Trionto,1998/05/23 00:00:00, ,"1959",G. Spagone,336.08600713,{363C9603-321F-45A1-ADA7-E313684E4E17},,337.90444334387,0
"78026",Carolei,16.21860838,39.2530973,"10171","10052","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,892.9,10696.71,16.98,"40",false,Nessuna,Nessuna,Non verificato, ,"18078055",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,885.09306527,{48EBF066-D4D8-431D-8CEA-9FE7D69FC5A1},,889.053156073605,13014.0144510337
"78027",Carpanzano,16.30357187,39.14766081,"34935","34844","3",Sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078010",Paola,1998/05/28 00:00:00, ,"1959",G. Spagone,835.64437841,{203D2B7C-F527-4EF0-98DB-AB120F497006},,839.429357711623,18929.0431713669
"78029",Cassano all'Ionio,16.31920823,39.78187129,"33900","33849","3",Collegamento sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078029",Sibari,1998/05/31 00:00:00, ,"1958",G. Spagone,11.21269656,{BFB2A514-1FEA-40D9-8B8B-CCC70F207D18},,11.2671216319807,12958.8691521257
"78030",Castiglione Cosentino,16.2882154,39.35271086,"13501","14197","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078122",Paola,1998/05/23 00:00:00, ,"1958",G. Spagone,1928.21994189,{EEACA367-0976-41B9-99B3-2A4A2B7569BF},,1936.81571992672,20407.2060595379
"78031",Castrolibero,16.19453661,39.3100225,"13501","14197","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078122",Paola,1998/05/23 00:00:00, ,"1958",G. Spagone,1928.21994189,{EEACA367-0976-41B9-99B3-2A4A2B7569BF},,1936.81571992672,11486.1185948834
"78032",Castroregio,16.47831522,39.99257445,"33503","33674","3",Collegamento sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078107",Metaponto,1998/06/02 00:00:00, ,"1959",G. Spagone,15.97733836,{43720034-8C4A-4322-800E-D1E612A6650B},,16.0565902468383,10334.4157352602
"78033",Castrovillari,16.20229605,39.81097584,"34947","34856","3",Sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078029",Sibari,1998/05/31 00:00:00, ,"1958",G. Spagone,640.52672125,{EE428386-7588-467A-B739-1FCFF39A1B90},,643.64573181294,23361.175743338
"78034",Celico,16.34028978,39.31066737,"9928","9765","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,533.86,9488.56,22.77,"36",false,Nessuna,Nessuna,Non verificato, ,"18078122",Paola,1998/05/23 00:00:00, ,"1958",G. Spagone,522.13315995,{DDD3938D-584A-4CAF-AEE1-02E837DD47D7},,524.463116924431,24025.8482628379
"78035",Cellara,16.33276902,39.21796333,"11144","11063","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,3197.72,116513.34,41.44,"72",false,Nessuna,Nessuna,Non verificato, ,"18078067",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,1564.38705254,{2D9A8F1E-BC22-4611-9C00-3CF903AAAE99},,1571.40456439674,22598.8216053324
"78036",Cerchiara di Calabria,16.38164245,39.85915335,"9083","8903","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,4758.65,134779.41,33.32,"56",false,Nessuna,Nessuna,Ottima, ,"18078154",Sibari,1998/05/31 00:00:00, ,"1958",G. Spagone,2890.47746964,{93225879-C550-4807-B795-DD243187A042},,2904.57340413605,9934.09844106355
"78037",Cerisano,16.17836482,39.27454637,"14244","14189","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078052",Paola,1998/05/23 00:00:00, ,"1958",G. Spagone,2435.19053969,{40129815-BC78-4D61-838A-6A7025B9C6ED},,2446.06969328601,9687.72208393386
"78038",Cervicati,16.12681954,39.54236798,"10631","10498","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,4127.38,240537.21,63.28,"128",false,Nessuna,Nessuna,Non verificato, ,"18078061",Paola,1998/06/02 00:00:00, ,"1957",G. Spagone,633.5450974,{940F2CF5-7274-403A-8203-297B40CBDA17},,636.309599210534,14499.1007246765
"78039",Cerzeto,16.11397992,39.50771022,"10630","10497","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,4127.38,240537.21,63.28,"128",false,Nessuna,Nessuna,Non verificato, ,"18078061",Paola,1998/06/02 00:00:00, ,"1957",G. Spagone,539.69209612,{AADCCD07-BA33-4B36-8802-34D9B47422EC},,542.050126475713,11476.5887651338
"78040",Cetraro,15.94302226,39.51621474,"11055","10961","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,2984.99,126067.18,47.23,"80",false,Nessuna,Nessuna,Non verificato, ,"18078040",Paola,1998/06/02 00:00:00, ,"1958",G. Spagone,146.39424027,{248FCB87-BE09-476B-98E1-A4FDB0C3D552},,147.025412097192,0
"78041",Civita,16.31318974,39.82770121,"33757","33688","3",Collegamento sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078154",Sibari,1998/05/31 00:00:00, ,"1958",G. Spagone,29.58189202,{F403E677-51A9-41F6-8623-0632F2B3C209},,29.7259593164873,14241.2764545295
"78042",Cleto,16.16592667,39.1165804,"10851","10757","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,2316.48,79721.66,39.42,"88",false,Nessuna,Nessuna,Mediocre, ,"18078010",Paola,1998/05/28 00:00:00, ,"1959",G. Spagone,2274.22141788,{D730BA1C-81CD-448D-AC3D-632787ED3A83},,2284.5105601225,6634.12157568143
"78043",Colosimi,16.39984966,39.11886134,"8037","9051","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,5840.84,376907.39,69.53,"304",false,Nessuna,Nessuna,Non verificato, ,"18079060",S. Eufemia,1998/05/28 00:00:00, ,"1957",G. Spagone,1439.09759992,{6B165D5B-1FBD-4025-A947-D0EB69D0BCE4},,1445.83664698399,25690.0811751514
"78044",Corigliano Calabro,16.52186588,39.59484252,"33902","33851","3",Collegamento sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078044",Capo Trionto,1998/05/23 00:00:00, ,"1958",G. Spagone,35.26934566,{3A7DCBF7-FA14-44EB-BBB8-F75178954FEE},,35.44441818734,5329.85912864451
"78045",Cosenza,16.25609864,39.29308673,"14244","14189","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078052",Paola,1998/05/23 00:00:00, ,"1958",G. Spagone,2435.19053969,{40129815-BC78-4D61-838A-6A7025B9C6ED},,2446.06969328601,16568.099216374
"78046",Cropalati,16.72606403,39.51563374,"16623","16467","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Ottima, ,"18078021",Capo Trionto,1998/05/23 00:00:00, ,"1959",G. Spagone,894.34728574,{B90AA2BD-A646-468A-BE84-121A302A1747},,899.066016354167,9487.62703297212
"78047",Crosia,16.76987711,39.5701096,"16638","16482","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Ottima, ,"18078047",Capo Trionto,1998/05/23 00:00:00, ,"1958",G. Spagone,1457.06215974,{535DA11A-D5DB-49C6-9E88-9A007328444F},,1464.69808067915,3241.4910119969
"78048",Diamante,15.82176185,39.67632526,"493","291","1",Alta,Rocciosa, ,false,,"0",0,false,false,false,Si,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078048",Diamante,1998/06/02 00:00:00, ,Agg. Prec. 1952,G. Spagone,435.46648685,{4FAF121E-A602-49BC-AB45-3450405A002A},,437.281525331047,0
"78049",Dipignano,16.25224534,39.23767313,"13142","13043","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078055",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,1600.36821839,{C723C689-5AB7-4479-B1D7-64D6978D3CDE},,1607.5325462264,15826.5639561518
"78050",Domanico,16.20734893,39.21523217,"11144","11063","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,3197.72,116513.34,41.44,"72",false,Nessuna,Nessuna,Non verificato, ,"18078067",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,1564.38705254,{2D9A8F1E-BC22-4611-9C00-3CF903AAAE99},,1571.40456439674,11773.8699641414
"78051",Fagnano Castello,16.05445487,39.56115859,"10865","10771","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,2387.5,123275.88,56.63,"120",false,Nessuna,Nessuna,Non verificato, ,"18078040",Paola,1998/06/02 00:00:00, ,"1958",G. Spagone,581.84591158,{D74E69EA-B38F-4BB6-BEE3-F98CD0CCE502},,584.358700403519,10450.874433509
"78052",Falconara Albanese,16.08827857,39.27437583,"14244","14189","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078052",Paola,1998/05/23 00:00:00, ,"1958",G. Spagone,2435.19053969,{40129815-BC78-4D61-838A-6A7025B9C6ED},,2446.06969328601,1905.7245495939
"78053",Figline Vegliaturo,16.32940444,39.22605287,"11144","11063","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,3197.72,116513.34,41.44,"72",false,Nessuna,Nessuna,Non verificato, ,"18078067",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,1564.38705254,{2D9A8F1E-BC22-4611-9C00-3CF903AAAE99},,1571.40456439674,22424.3227695607
"78054",Firmo,16.17833922,39.72207745,"34946","34855","3",Sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078029",Sibari,1998/05/31 00:00:00, ,"1958",G. Spagone,641.00013823,{1703E523-2AB3-4D1B-8BC0-2DA7B5E6CDAF},,644.121449577113,25640.3620525686
"78055",Fiumefreddo Bruzio,16.06634886,39.23589126,"10171","10052","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,892.9,10696.71,16.98,"40",false,Nessuna,Nessuna,Non verificato, ,"18078055",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,885.09306527,{48EBF066-D4D8-431D-8CEA-9FE7D69FC5A1},,889.053156073605,0
"78056",Francavilla Marittima,16.38751107,39.81978031,"33757","33688","3",Collegamento sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078154",Sibari,1998/05/31 00:00:00, ,"1958",G. Spagone,29.58189202,{F403E677-51A9-41F6-8623-0632F2B3C209},,29.7259593164873,7831.04589101604
"78057",Frascineto,16.26281179,39.83697242,"33757","33688","3",Collegamento sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078154",Sibari,1998/05/31 00:00:00, ,"1958",G. Spagone,29.58189202,{F403E677-51A9-41F6-8623-0632F2B3C209},,29.7259593164873,18694.0977484761
"78058",Fuscaldo,16.03134735,39.41626329,"23529","23542","2",Opere di difesa costiera-Radente a gettata, , ,false,,"0",50.86447983,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078058",Paola,1998/06/01 00:00:00, ,"1958",G. Spagone,50.64219976,{D166020D-4BA5-4553-A1D6-B8AFB1AB8352},,50.8649730633513,973.187296290418
"78059",Grimaldi,16.23468119,39.13972195,"24005","23930","2",Opere di difesa costiera-Radente a muro, , ,false,,"0",71.12190576,false,false,false,Si,Erosione,2389.78,188726.14,83.97,"152",false,Nessuna,Nessuna,Non verificato, ,"18078010",Paola,1998/05/28 00:00:00, ,"1959",G. Spagone,70.80235018,{572DFCB0-910D-4AA2-8889-BC079EA49F7B},,71.1218169436358,13054.9225649542
"78060",Grisolia,15.85375821,39.72645185,"7900","7789","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,2598.06,108686.71,46.83,"80",false,Nessuna,Nessuna,Non verificato, ,"18078048",Diamante,1998/05/31 00:00:00, ,Agg. Prec. 1952,G. Spagone,1465.84885167,{430025DF-3739-4E9A-B8D3-C1F18E1BB57D},,1471.91834158303,2869.45213881898
"78061",Guardia Piemontese,15.99968553,39.46520252,"23133","23007","2",Opere di difesa costiera-Radente a gettata, , ,false,,"0",135.98602953,false,false,false,Si,Erosione,4127.38,240537.21,63.28,"128",false,Nessuna,Nessuna,Non verificato,Opera parzialmente coperta nel 2005,"18078061",Paola,1998/06/02 00:00:00, ,"1957",G. Spagone,135.39432046,{FF10C13A-41C4-4F7C-81DB-89843C803E63},,135.985606541163,567.03796031464
"78062",Lago,16.1491028,39.16655127,"23017","22948","2",Opere di difesa costiera-Radente a gettata, , ,false,,"0",471.47523091,false,false,false,Si,Erosione,2224.87,101054.29,50.42,"80",false,Nessuna,Nessuna,Non verificato, ,"18078013",Paola,1998/05/28 00:00:00, ,"1959",G. Spagone,469.36630893,{5BA3229C-E34B-448F-A0BA-25EAFE07C2C3},,471.475240614033,6420.11885106113
"78063",Laino Borgo,15.97230029,39.95478426,"8891","8858","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,3858.29,158399.29,46.05,"252",false,Nessuna,Nessuna,Mediocre, ,"18078101",Praia a Mare,1998/06/02 00:00:00, ,"1959",G. Spagone,3592.46095479,{3D59E154-8A26-4C93-B864-1D63096D7B4A},,3607.15282331113,16925.9625202645
"78064",Laino Castello,15.97444333,39.9344474,"8891","8858","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Avanzamento,3858.29,158399.29,46.05,"252",false,Nessuna,Nessuna,Mediocre, ,"18078101",Praia a Mare,1998/06/02 00:00:00, ,"1959",G. Spagone,3592.46095479,{3D59E154-8A26-4C93-B864-1D63096D7B4A},,3607.15282331113,16335.2844623005
"78065",Lappano,16.31382807,39.31926681,"9928","9765","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,533.86,9488.56,22.77,"36",false,Nessuna,Nessuna,Non verificato, ,"18078122",Paola,1998/05/23 00:00:00, ,"1958",G. Spagone,522.13315995,{DDD3938D-584A-4CAF-AEE1-02E837DD47D7},,524.463116924431,21867.1185519547
"78066",Lattarico,16.13660369,39.46209103,"13144","13045","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078058",Paola,1998/06/01 00:00:00, ,"1957",G. Spagone,1796.97507787,{649CEB90-7D92-493E-AF14-D3BC41761285},,1804.8671438079,11231.0503059423
"78067",Longobardi,16.07681773,39.20742335,"13151","13052","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078067",Paola,1998/05/28 00:00:00, ,"1958",G. Spagone,1687.74896224,{2129C51A-10F7-4946-A728-8488D84170F1},,1695.30913456636,481.630785684022
"78068",Longobucco,16.60949425,39.44871877,"33936","34883","3",Sponde del fiume, , ,false,,"0",0,false,false,false,No,Nessuna informazione,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078108",Capo Trionto,1998/05/23 00:00:00, ,"1958",G. Spagone,473.2222901,{DE4A398D-534D-4F60-9D7D-7E4B4D2CA0B4},,475.623219522115,18022.4484956541
"78069",Lungro,16.12174742,39.74407353,"13077","12978","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Stabilità,0,0,0,"0",false,Nessuna,Nessuna,Non verificato, ,"18078048",Diamante,1998/06/02 00:00:00, ,Agg. Prec. 1952,G. Spagone,415.04847753,{0486696C-4078-445D-9632-0DE12DED38F3},,416.779761928331,25360.5594992956
"78070",Luzzi,16.28817661,39.44634155,"11276","11218","1",Bassa,Sabbiosa, ,false,,"0",0,false,false,false,Si,Erosione,4494.48,131547.69,34.27,"60",false,Nessuna,Nessuna,Ottima, ,"18078091",Paola,1998/06/01 00:00:00, ,"1958",G. Spagone,1534.49062769,{71871693-02E6-4B27-B0D3-40CB6B7690E9},,1541.27070209909,23122.0312844588
